15051469,T,47.53,28,47.57,53,1826286
15051470,GE,27.76,84,27.8,353,5086263
15051470,F,24.78,374,24.82,456,4552862
15051470,M,55.99,11,56.04,14,863306
15051470,T,47.56,56,47.6,69,1928012
15051470,BC,78.87,10,78.98,12,11679
15051470,R,92.42,11,92.63,12,5660
15051470,QTM,16.97,11,17.04,15,6716
15051470,S,21.32,144,21.36,514,637770
15051470,AU,23.45,25,23.49,31,146072
15051470,UPS,134.1,10,134.19,12,73747
15051470,A,81.6,12,81.66,12,103153
15051471,GE,27.73,28,27.77,267,5364910
15051471,F,24.78,374,24.82,507,4617983
15051471,M,55.98,12,56.02,12,895590
15051471,T,47.54,22,47.58,70,1956887
15051471,BC,78.87,11,78.98,13,11879
15051471,R,92.41,10,92.56999,13,7392
15051471,QTM,16.97,11,17.04,15,6816
15051471,S,21.32,144,21.36,426,641855
15051471,AU,23.45,24,23.49,31,146804
15051471,UPS,134.02,11,134.09,12,76091
15051471,A,81.57999,12,81.64999,12,106249
15051472,GE,27.72,57,27.76,313,5435843
15051472,F,24.78,369,24.82,435,4674715
15051472,M,55.85,15,55.89,14,912603
15051472,T,47.53,51,47.57,38,2015350
15051472,BC,78.86,10,78.98,13,13586
15051472,R,92.34,10,92.47,12,7646
15051472,QTM,16.97,11,17.04,14,6916
15051472,S,21.32,196,21.36,619,646193
15051472,AU,23.44,40,23.48,20,152623
15051472,UPS,134.02,12,134.08,12,78228
15051472,A,81.6,12,81.66,12,106784
15051473,GE,27.73,234,27.77,234,5602594
15051473,F,24.78,385,24.82,462,4798999
15051473,M,55.88,14,55.92,13,950823
15051473,T,47.53,20,47.57,34,2133622
15051473,BC,78.86,10,78.95,13,13686
15051473,R,92.34,11,92.47,12,7646
15051473,QTM,16.99,11,17.04,13,7016
15051473,S,21.32,198,21.36,604,648054
15051473,AU,23.43,35,23.47,23,163637
15051473,UPS,133.98,10,134.08,13,81059
15051473,A,81.75999,13,81.81999,13,121190
15051474,T,47.53,24,47.57,60,2181474
15051474,BC,78.86,10,78.93,13,13686
15051474,R,92.35,10,92.55,12,8101
15051474,QTM,16.99,10,17.04,12,7116
15051474,S,21.32,200,21.36,335,651196
15051474,AU,23.44,45,23.48,38,168008
15051474,UPS,133.99,11,134.09,17,82722
15051474,A,81.77,13,81.83,14,126306
15051474,GE,27.73,360,27.77,188,5680709
15051474,F,24.78,444,24.82,304,4878682
15051474,M,55.82,15,55.86,12,997472
15051475,GE,27.74,132,27.78,373,5767918
15051475,F,24.79,360,24.83,386,5107371
15051475,M,55.8,12,55.84,16,1032387
15051475,T,47.52,14,47.56,74,2260669
15051475,BC,78.87,10,78.98,12,16689
15051475,R,92.35,11,92.55,12,8101
15051475,QTM,16.99,10,17.04,12,7116
15051475,S,21.31,307,21.35,612,748076
15051475,AU,23.44,23,23.48,28,186856
15051475,UPS,134.07,12,134.15,12,86938
15051475,A,81.81,12,81.87,13,135531
15051476,GE,27.76,289,27.8,207,5871551
15051476,F,24.79,524,24.83,228,5372252
15051476,M,55.71,14,55.75,12,1103333
15051476,T,47.51,46,47.55,62,2302907
15051476,BC,78.92,11,79.03,14,18038
15051476,R,92.48,11,92.71001,12,8593
15051476,QTM,16.99,10,17.04,12,7116
15051476,S,21.32,349,21.36,338,791637
15051476,AU,23.43,25,23.47,32,189270
15051476,UPS,134.08,11,134.16,12,89909
15051476,A,81.78,10,81.83,12,142143
15051477,GE,27.77,148,27.81,263,5962514
15051477,F,24.79,558,24.83,323,5447396
15051477,M,55.69,14,55.73,12,1138048
15051477,T,47.53,84,47.57,23,2360580
15051477,BC,78.92,11,79.03,13,18238
15051477,R,92.48,10,92.71001,12,8593
15051477,QTM,16.99,10,17.04,12,7116
15051477,S,21.31,382,21.35,35,925999
15051477,AU,23.43,38,23.47,27,195717
15051477,UPS,134.17,10,134.25,12,91404
15051477,A,81.77,13,81.83,13,145298
15051478,QTM,16.99,11,17.04,12,7121
15051478,S,21.31,354,21.35,69,927320
15051478,AU,23.44,47,23.48,25,198967
15051478,UPS,134.13,10,134.21,13,92596
15051478,A,81.78,12,81.84,12,149296
15051478,GE,27.77,172,27.81,286,5988315
15051478,F,24.8,482,24.84,394,5671523
15051478,M,55.69,15,55.73,13,1170633
15051478,T,47.54,62,47.58,63,2428238
15051478,BC,78.92,10,79.02,12,19248
15051478,R,92.48,10,92.7,12,8623
